"","Genus","Kingdom","Phylum","Class","Order","Family","Species","OTU","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource"
"43","Aspicilia","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Pertusariales","f__Megasporaceae",NA,"e8e319e5a7a333a0ad9e14e9383c8fcd","BB15B774-20DA-4417-94A5-BA8F6E5FCABB","392","Genus","Symbiotroph","Lichenized","Highly Probable","Thallus","NULL","NULL","Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))"
"44","Astraeus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Astraeaceae",NA,"e54c25bd8d5cbb95dc7bf0ecdf8b7629","1CB1C4D0-36B9-11D5-9548-00D0592D548C","19026","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","Common name - earthstar","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"45","Astraeus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Astraeaceae",NA,"01711a082c557793bfa9acb7b22fd7be","1CB1C4D0-36B9-11D5-9548-00D0592D548C","19026","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","Common name - earthstar","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"46","Athelia","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae",NA,"dcc5dfe52120345fdea10c7ea20c7fb9","1CB1C4D3-36B9-11D5-9548-00D0592D548C","17118","Genus","Pathotroph-Saprotroph-Symbiotroph","Pathogen","Possible","Corticioid-Thallus","NULL","Lichenized and non-lichenized taxa","Adams GC, Kropp BR. 1996. Mycologia 88:459-472 ((https://doi.org/10.1080/00275514.1996.12026672)); Carisse O, et al. 2000.Phytopathology 90:31-37 ((https://doi.org/10.1094/PHYTO.2000.90.1.31)); Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))"
"47","Athelia","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae",NA,"29da0c6b98168a89b31894a5f03db025","1CB1C4D3-36B9-11D5-9548-00D0592D548C","17118","Genus","Pathotroph-Saprotroph-Symbiotroph","Pathogen","Possible","Corticioid-Thallus","NULL","Lichenized and non-lichenized taxa","Adams GC, Kropp BR. 1996. Mycologia 88:459-472 ((https://doi.org/10.1080/00275514.1996.12026672)); Carisse O, et al. 2000.Phytopathology 90:31-37 ((https://doi.org/10.1094/PHYTO.2000.90.1.31)); Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))"
"48","Athelia","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae",NA,"ea6084796bd7a5eb231228dd90f99819","1CB1C4D3-36B9-11D5-9548-00D0592D548C","17118","Genus","Pathotroph-Saprotroph-Symbiotroph","Pathogen","Possible","Corticioid-Thallus","NULL","Lichenized and non-lichenized taxa","Adams GC, Kropp BR. 1996. Mycologia 88:459-472 ((https://doi.org/10.1080/00275514.1996.12026672)); Carisse O, et al. 2000.Phytopathology 90:31-37 ((https://doi.org/10.1094/PHYTO.2000.90.1.31)); Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))"
"49","Basidioascus","k__Fungi","p__Basidiomycota","c__Geminibasidiomycetes","o__Geminibasidiales","f__Geminibasidiaceae",NA,"b39722a73374d4fcd65ebe78fe8c18ca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Basidioascus","k__Fungi","p__Basidiomycota","c__Geminibasidiomycetes","o__Geminibasidiales","f__Geminibasidiaceae",NA,"f46459051b1462227f0004582a21f69e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Basidioascus","k__Fungi","p__Basidiomycota","c__Geminibasidiomycetes","o__Geminibasidiales","f__Geminibasidiaceae",NA,"5e1541dce809ccd06ccc90b58bd1f61f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Basidioascus","k__Fungi","p__Basidiomycota","c__Geminibasidiomycetes","o__Geminibasidiales","f__Geminibasidiaceae",NA,"6b060cf2f278a642760c01f7c5959af3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Basidiobolus","k__Fungi","p__Entomophthoromycota","c__Basidiobolomycetes","o__Basidiobolales","f__Basidiobolaceae","s__Basidiobolus_ranarum","25fdb56c4021bea4a1ed6f965a4ef0cd","1CB17F29-36B9-11D5-9548-00D0592D548C","20068","Genus","Pathotroph-Saprotroph-Symbiotroph","Pathogen","Probable","Microfungus","NULL","Basidiobolus ranarum is commonly present in decaying fruit and vegetable matter, and as a commensal in the intestinal tract of frogs, toads, and lizards - Cause of subcutaneous zygomycosis in humans (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"54","Boletus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Boletaceae",NA,"3daa75261bd361a613363bc3e861543c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Boletus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Boletaceae",NA,"19efd9f08ab9d934b1708bc288ce5aa7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Botryobasidium","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Botryobasidiaceae",NA,"30851f411948a706897baf7ed95e6c21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Bovista","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae",NA,"ac4bbda1cf90999ecc04394208c23888","1CB17FDF-36B9-11D5-9548-00D0592D548C","19036","Genus","Saprotroph","Saprotroph","Probable","Gasteroid","NULL","Common name - puffball","Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"58","Bovista","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae",NA,"aa51d16e14dbba7eb1aa6de74bb795b8","1CB17FDF-36B9-11D5-9548-00D0592D548C","19036","Genus","Saprotroph","Saprotroph","Probable","Gasteroid","NULL","Common name - puffball","Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"59","Butyriboletus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Boletaceae",NA,"b3a69fa9479b9a7896d6d1c764d53cfc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Byssocorticium","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","s__unidentified","3757382abb75d68615ff8e15ef9c60e3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Byssocorticium","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","s__unidentified","5c4936c46ffdf86c32a3af49a983e049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Byssocorticium","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","s__unidentified","4cd8166448238bdf218ecdcf33186c71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Byssocorticium","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","s__unidentified","30ea28f23d781d822ab5db4c91c575cd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Byssocorticium","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","s__unidentified","0060e40d15ba9f3590d1b57a5890ebb8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Byssocorticium","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","s__unidentified","ba08f29b80c228d0ad27ee6c822783c0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Byssocorticium","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","s__unidentified","7653e7d8a3c5f0d170342240611d434f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Byssocorticium","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","s__unidentified","a034f4a500edd4806073136dfe1ca7c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Byssocorticium","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae",NA,"c98a28fe4c8b987bf85988a5ae08a653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Cadophora","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","s__unidentified","f029bbfa96b8f06f9c340085180bd654","1CB1C546-36B9-11D5-9548-00D0592D548C","7462","Genus","Symbiotroph","Endophyte","Highly Probable","Microfungus","NULL","Dark Septate Endophyte, known from plant roots.","Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Newsham KK. 2011. New Phytologist 190:783-793 ((https://doi.org/10.1111/j.1469-8137.2010.03611.x)) (as DSE)"
"70","Calcarisporiella","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","s__unidentified","3c1dbe10709041eabcc8cee5e3872340","22B34D5C-7C4F-4EC9-971E-6E1E15A54339","7464","Genus","Saprotroph","Saprotroph","Probable","Microfungus","NULL","NULL","De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))"
"71","Calcarisporiella","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","s__unidentified","714d084aa81f9d77fce6a0df32f0b592","22B34D5C-7C4F-4EC9-971E-6E1E15A54339","7464","Genus","Saprotroph","Saprotroph","Probable","Microfungus","NULL","NULL","De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))"
"72","Calcarisporiella","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","s__unidentified","c19bce37dbc63315f65b4db2cd288d92","22B34D5C-7C4F-4EC9-971E-6E1E15A54339","7464","Genus","Saprotroph","Saprotroph","Probable","Microfungus","NULL","NULL","De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))"
"73","Calcarisporiella","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","s__unidentified","2e0712aa6be311e797bea1460104c66a","22B34D5C-7C4F-4EC9-971E-6E1E15A54339","7464","Genus","Saprotroph","Saprotroph","Probable","Microfungus","NULL","NULL","De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))"
"74","Calcarisporiella","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","s__unidentified","973024f7a7b0b76ae3b509fd5672af4b","22B34D5C-7C4F-4EC9-971E-6E1E15A54339","7464","Genus","Saprotroph","Saprotroph","Probable","Microfungus","NULL","NULL","De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))"
"75","Calcarisporiella","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","s__unidentified","cd5c2457aef88487621d1456f589f4db","22B34D5C-7C4F-4EC9-971E-6E1E15A54339","7464","Genus","Saprotroph","Saprotroph","Probable","Microfungus","NULL","NULL","De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))"
"76","Calcarisporiella","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","s__unidentified","9cc139b9210469e70dc9b46501f3f288","22B34D5C-7C4F-4EC9-971E-6E1E15A54339","7464","Genus","Saprotroph","Saprotroph","Probable","Microfungus","NULL","NULL","De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))"
"77","Calcarisporiella","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","s__unidentified","3fe64bcbf7a4d8862ff6f77c1b6645e4","22B34D5C-7C4F-4EC9-971E-6E1E15A54339","7464","Genus","Saprotroph","Saprotroph","Probable","Microfungus","NULL","NULL","De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))"
"78","Calcarisporiella","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","s__unidentified","3097e2df11241288eb78203a3c4b9cfc","22B34D5C-7C4F-4EC9-971E-6E1E15A54339","7464","Genus","Saprotroph","Saprotroph","Probable","Microfungus","NULL","NULL","De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))"
"79","Calcarisporiella","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","s__unidentified","1fa268fc050e930fbdc007b21d7bae52","22B34D5C-7C4F-4EC9-971E-6E1E15A54339","7464","Genus","Saprotroph","Saprotroph","Probable","Microfungus","NULL","NULL","De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))"
"80","Calcarisporiella","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","s__unidentified","92f80b197d94fa5215696e77ad5ff117","22B34D5C-7C4F-4EC9-971E-6E1E15A54339","7464","Genus","Saprotroph","Saprotroph","Probable","Microfungus","NULL","NULL","De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))"
"81","Calcarisporiella","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","s__unidentified","f1824f4123359b2c7c8a3a0a83b16e39","22B34D5C-7C4F-4EC9-971E-6E1E15A54339","7464","Genus","Saprotroph","Saprotroph","Probable","Microfungus","NULL","NULL","De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))"
"82","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","19129cfc8c17d81543d2ae1060143319","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"83","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"404e87ec130e5dffc3c2aba193d7aaad","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"84","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"756f0d068d9ae74626c9b0ae4e71eae2","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"85","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"845fbd03106d481ca15d1c55078e3bb2","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"86","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"acfaa58606441cc20548efccc6feed9d","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"87","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"221595741fb9b521d628a9ef56457472","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"88","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__Calyptrozyma_arxii","d70b1eff0a43d0138a9b915e4ee0cca9","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"89","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"90a4a1585efeea0d10c56c04e03859ce","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"90","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","b81a5c248aa10f5476df7710fdb4f1e2","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"91","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","10ee52280b2e5eb681fdcb2a18391963","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"92","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"766b2dab0cac8abb537e1bdae4683738","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"93","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"faf7e69c57e3fa364d083b12ae7ffad0","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"94","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"9529072469be8d2b6a0baec903aa3cc3","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"95","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"b8dcfa9f3ceca02a5b1e9cb0424dfd82","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"96","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"c70b1517904a511233d196c7315b24dd","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"97","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"57539b20c248bb446df1166e02efce10","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"98","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__Calyptrozyma_arxii","b14d96ce36ecf97eec3dfb6925fe04e1","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"99","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","1bc2851cad77397ad2684979d11d05c4","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"100","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"42898ab3a396ab825c7dbe84288e7721","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"101","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"e56f919a7a9fb7c8e6842dfbb0787e68","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"102","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","0309746fb5667538107e7629a9f70897","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"103","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","cb819de8fdef0c4e59e085db57b3f3f6","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"104","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","2204aa1667338740889443965224d934","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"105","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","ee33c6cd8777e9a11edca8d2fa078059","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
"106","Calyptrozyma","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae",NA,"6cacc915d234cb6d2f0536a97734d9b5","844D1D42-B70C-45AC-B4E6-EABCB634C74E","27567","Genus","Saprotroph","Saprotroph","Probable","Yeast","NULL","Pathogenic to humans","Boekhout T, et al. 1995. Mycological Research 99:1239-1246 ((https://doi.org/10.1016/S0953-7562(09)80285-2))"
